biometric_log_id,candidate_id,capture_timestamp,device_id,match_score,match_status,retry_count
9335,9771.0,2026-05-03 09:11:00,DEV0292,99,match,0
9336,9772.0,2026-05-03 09:53:00,DEV0379,76,match,0
9337,9773.0,2026-05-03 09:34:00,DEV0247,87,match,0
9338,9774.0,2026-05-03 09:26:00,DEV0478,99,match,0
9339,9775.0,2026-05-03 09:48:00,DEV0418,81,match,0
9340,9776.0,2026-05-03 09:49:00,DEV0495,87,match,0
9341,9777.0,2026-05-03 09:14:00,DEV0343,16,no_match,1
9342,9778.0,2026-05-03 09:47:00,DEV0181,72,match,0
9343,9780.0,2026-05-03 09:02:00,DEV0046,87,match,0
9344,9781.0,2026-05-03 09:29:00,DEV0363,88,match,0
9345,9782.0,2026-05-03 09:27:00,DEV0103,89,match,0
9346,9783.0,2026-05-03 09:43:00,DEV0174,83,match,0
9347,9784.0,2026-05-03 09:00:00,DEV0375,82,match,0
9348,9785.0,2026-05-03 09:19:00,DEV0124,85,match,0
9349,9786.0,2026-05-03 09:41:00,DEV0322,73,match,0
9350,9787.0,2026-05-03 09:18:00,DEV0191,94,match,0
9351,9788.0,2026-05-03 09:19:00,DEV0300,89,match,0
9352,9789.0,2026-05-03 09:41:00,DEV0048,89,match,0
9353,9791.0,2026-05-03 09:15:00,DEV0194,97,match,0
9354,9792.0,2026-05-03 09:07:00,DEV0112,79,match,0
9355,9793.0,2026-05-03 09:55:00,DEV0104,95,match,0
9356,9794.0,2026-05-03 09:32:00,DEV0140,85,match,0
9357,9795.0,2026-05-03 09:54:00,DEV0366,71,match,0
9358,9796.0,2026-05-03 09:24:00,DEV0058,70,match,0
9359,9797.0,2026-05-03 09:53:00,DEV0133,87,match,0
9360,9798.0,2026-05-03 09:19:00,DEV0005,87,match,0
9361,9799.0,2026-05-03 09:24:00,DEV0092,92,match,0
9362,9800.0,2026-05-03 09:14:00,DEV0060,96,match,0
9363,9801.0,2026-05-03 09:12:00,DEV0492,83,match,0
9364,9802.0,2026-05-03 09:52:00,DEV0367,77,match,0
9365,9803.0,2026-05-03 09:30:00,DEV0034,84,match,0
9366,9804.0,2026-05-03 09:16:00,DEV0454,95,match,0
9367,9805.0,2026-05-03 09:02:00,DEV0374,99,match,0
9368,9806.0,2026-05-03 09:35:00,DEV0417,79,match,0
9369,9807.0,2026-05-03 09:25:00,DEV0024,78,match,0
9370,9808.0,2026-05-03 09:22:00,DEV0047,72,match,0
9371,9809.0,2026-05-03 09:24:00,DEV0462,77,match,0
9372,9810.0,2026-05-03 09:36:00,DEV0396,90,match,0
9373,9811.0,2026-05-03 09:09:00,DEV0313,95,match,0
9374,9812.0,2026-05-03 09:08:00,DEV0140,93,match,0
9375,9813.0,2026-05-03 09:24:00,DEV0236,81,match,0
9376,9814.0,2026-05-03 09:57:00,DEV0031,91,match,0
9377,9815.0,2026-05-03 09:55:00,DEV0248,71,match,0
9378,9816.0,2026-05-03 09:54:00,DEV0093,87,match,0
9379,9817.0,2026-05-03 09:38:00,DEV0005,97,match,0
9380,9818.0,2026-05-03 09:08:00,DEV0232,70,match,0
9381,9819.0,2026-05-03 09:04:00,DEV0081,75,match,0
9382,9820.0,2026-05-03 09:45:00,DEV0260,78,match,0
9383,9821.0,2026-05-03 09:13:00,DEV0413,86,match,0
9384,9822.0,2026-05-03 09:33:00,DEV0473,72,match,0
9385,9823.0,2026-05-03 09:30:00,DEV0438,94,match,0
9386,9824.0,2026-05-03 09:57:00,DEV0430,71,match,0
9387,9825.0,2026-05-03 09:58:00,DEV0040,73,match,0
9388,9826.0,2026-05-03 09:43:00,DEV0369,82,match,0
9389,9827.0,2026-05-03 09:26:00,DEV0329,89,match,0
9390,9828.0,2026-05-03 09:32:00,DEV0001,82,match,0
9391,9829.0,2026-05-03 09:19:00,DEV0460,75,match,0
9392,9830.0,2026-05-03 09:08:00,DEV0138,89,match,0
9393,9831.0,2026-05-03 09:30:00,DEV0117,78,match,0
9394,9832.0,2026-05-03 09:03:00,DEV0462,77,match,0
9395,9833.0,2026-05-03 09:41:00,DEV0168,95,match,0
9396,9834.0,2026-05-03 09:28:00,DEV0242,73,match,0
9397,9835.0,2026-05-03 09:23:00,DEV0487,86,match,0
9398,9836.0,2026-05-03 09:57:00,DEV0465,85,match,0
9399,9837.0,2026-05-03 09:34:00,DEV0363,78,match,0
9400,9838.0,2026-05-03 09:51:00,DEV0276,83,match,0
9401,9839.0,2026-05-03 09:09:00,DEV0092,77,match,0
9402,9840.0,2026-05-03 09:53:00,DEV0234,86,match,0
9403,9841.0,2026-05-03 09:18:00,DEV0082,99,match,0
9404,9842.0,2026-05-03 09:14:00,DEV0240,91,match,0
9405,9843.0,2026-05-03 09:05:00,DEV0385,81,match,0
9406,9844.0,2026-05-03 09:44:00,DEV0100,92,match,0
9407,9845.0,2026-05-03 09:04:00,DEV0342,77,match,0
9408,9846.0,2026-05-03 09:56:00,DEV0345,80,match,0
9409,9847.0,2026-05-03 09:22:00,DEV0317,95,match,0
9410,9848.0,2026-05-03 09:16:00,DEV0294,96,match,0
9411,9849.0,2026-05-03 09:06:00,DEV0399,93,match,0
9412,9850.0,2026-05-03 09:53:00,DEV0300,70,match,0
9413,9851.0,2026-05-03 09:02:00,DEV0268,87,match,0
9414,9852.0,2026-05-03 09:32:00,DEV0228,84,match,0
9415,9853.0,2026-05-03 09:43:00,DEV0339,94,match,0
9416,9854.0,2026-05-03 09:05:00,DEV0342,75,match,0
9417,9855.0,2026-05-03 09:24:00,DEV0412,99,match,0
9418,9856.0,2026-05-03 09:30:00,DEV0245,97,match,0
9419,9857.0,2026-05-03 09:06:00,DEV0193,80,match,0
9420,9858.0,2026-05-03 09:33:00,DEV0154,91,match,0
9421,9859.0,2026-05-03 09:30:00,DEV0392,85,match,0
9422,9860.0,2026-05-03 09:03:00,DEV0281,84,match,0
9423,9861.0,2026-05-03 09:35:00,DEV0234,77,match,0
9424,9862.0,2026-05-03 09:36:00,DEV0315,75,match,0
9425,9863.0,2026-05-03 09:47:00,DEV0309,79,match,0
9426,9864.0,2026-05-03 09:15:00,DEV0448,83,match,0
9427,9865.0,2026-05-03 09:35:00,DEV0017,94,match,0
9428,9866.0,2026-05-03 09:47:00,DEV0382,99,match,0
9429,9867.0,2026-05-03 09:26:00,DEV0098,93,match,0
9430,9868.0,2026-05-03 09:11:00,DEV0142,82,match,0
9431,9869.0,2026-05-03 09:02:00,DEV0356,71,match,0
9432,9870.0,2026-05-03 09:16:00,DEV0077,88,match,0
9433,9871.0,2026-05-03 09:55:00,DEV0267,89,match,0
9434,9872.0,2026-05-03 09:30:00,DEV0316,54,no_match,1
9435,9873.0,2026-05-03 09:54:00,DEV0077,95,match,0
9436,9874.0,2026-05-03 09:07:00,DEV0331,97,match,0
9437,9875.0,2026-05-03 09:35:00,DEV0365,92,match,0
9438,9876.0,2026-05-03 09:54:00,DEV0045,95,match,0
9439,9877.0,2026-05-03 09:19:00,DEV0379,83,match,0
9440,9878.0,2026-05-03 09:11:00,DEV0267,95,match,0
9441,9879.0,2026-05-03 09:18:00,DEV0010,71,match,0
9442,9880.0,2026-05-03 09:28:00,DEV0018,73,match,0
9443,9881.0,2026-05-03 09:15:00,DEV0316,15,no_match,2
9444,9882.0,2026-05-03 09:01:00,DEV0252,70,match,0
9445,9883.0,2026-05-03 09:03:00,DEV0252,96,match,0
9446,9884.0,2026-05-03 09:25:00,DEV0075,88,match,0
9447,9885.0,2026-05-03 09:41:00,DEV0384,94,match,0
9448,9886.0,2026-05-03 09:46:00,DEV0161,30,no_match,1
9449,9887.0,2026-05-03 09:05:00,DEV0112,77,match,0
9450,9888.0,2026-05-03 09:54:00,DEV0289,94,match,0
9451,9889.0,2026-05-03 09:21:00,DEV0168,99,match,0
9452,9890.0,2026-05-03 09:25:00,DEV0071,86,match,0
9453,9891.0,2026-05-03 09:32:00,DEV0021,98,match,0
9454,9892.0,2026-05-03 09:27:00,DEV0118,78,match,0
9455,9893.0,2026-05-03 09:43:00,DEV0274,88,match,0
9456,9894.0,2026-05-03 09:12:00,DEV0103,73,match,0
9457,9895.0,2026-05-03 09:43:00,DEV0316,79,match,0
9458,9896.0,2026-05-03 09:02:00,DEV0261,74,match,0
9459,9897.0,2026-05-03 09:39:00,DEV0441,82,match,0
9460,9898.0,2026-05-03 09:49:00,DEV0402,70,match,0
9461,9899.0,2026-05-03 09:45:00,DEV0448,90,match,0
9462,9901.0,2026-05-03 09:39:00,DEV0357,84,match,0
9463,9902.0,2026-05-03 09:52:00,DEV0450,77,match,0
9464,9903.0,2026-05-03 09:48:00,DEV0437,73,match,0
9465,9905.0,2026-05-03 09:36:00,DEV0053,82,match,0
9466,9906.0,2026-05-03 09:50:00,DEV0224,85,match,0
9467,9907.0,2026-05-03 09:32:00,DEV0198,74,match,0
9468,9908.0,2026-05-03 09:27:00,DEV0058,78,match,0
9469,9909.0,2026-05-03 09:19:00,DEV0176,76,match,0
9470,9910.0,2026-05-03 09:14:00,DEV0459,90,match,0
9471,9911.0,2026-05-03 09:12:00,DEV0169,94,match,0
9472,9912.0,2026-05-03 09:52:00,DEV0286,81,match,0
9473,9913.0,2026-05-03 09:46:00,DEV0374,96,match,0
9474,9914.0,2026-05-03 09:33:00,DEV0326,84,match,0
9475,9915.0,2026-05-03 09:15:00,DEV0336,81,match,0
9476,9916.0,2026-05-03 09:55:00,DEV0382,90,match,0
9477,9917.0,2026-05-03 09:01:00,DEV0175,81,match,0
9478,9919.0,2026-05-03 09:04:00,DEV0464,93,match,0
9479,9920.0,2026-05-03 09:47:00,DEV0264,93,match,0
9480,9921.0,2026-05-03 09:19:00,DEV0386,72,match,0
9481,9922.0,2026-05-03 09:24:00,DEV0477,71,match,0
9482,9923.0,2026-05-03 09:35:00,DEV0081,87,match,0
9483,9924.0,2026-05-03 09:41:00,DEV0319,91,match,0
9484,9925.0,2026-05-03 09:43:00,DEV0232,98,match,0
9485,9926.0,2026-05-03 09:03:00,DEV0328,99,match,0
9486,9927.0,2026-05-03 09:42:00,DEV0352,95,match,0
9487,9928.0,2026-05-03 09:17:00,DEV0321,72,match,0
9488,9929.0,2026-05-03 09:16:00,DEV0112,76,match,0
9489,9930.0,2026-05-03 09:31:00,DEV0030,82,match,0
9490,9931.0,2026-05-03 09:52:00,DEV0070,99,match,0
9491,9932.0,2026-05-03 09:16:00,DEV0031,80,match,0
9492,9934.0,2026-05-03 09:54:00,DEV0366,72,match,0
9493,9935.0,2026-05-03 09:21:00,DEV0354,99,match,0
9494,9937.0,2026-05-03 09:09:00,DEV0298,96,match,0
9495,9938.0,2026-05-03 09:33:00,DEV0347,93,match,0
9496,9939.0,2026-05-03 09:14:00,DEV0350,87,match,0
9497,9940.0,2026-05-03 09:25:00,DEV0103,92,match,0
9498,9941.0,2026-05-03 09:00:00,DEV0282,71,match,0
9499,9942.0,2026-05-03 09:25:00,DEV0372,90,match,0
9500,9943.0,2026-05-03 09:45:00,DEV0462,72,match,0
9501,9944.0,2026-05-03 09:33:00,DEV0425,81,match,0
9502,9945.0,2026-05-03 09:48:00,DEV0230,99,match,0
9503,9946.0,2026-05-03 09:34:00,DEV0448,89,match,0
9504,9947.0,2026-05-03 09:50:00,DEV0428,95,match,0
9505,9948.0,2026-05-03 09:58:00,DEV0406,87,match,0
9506,9949.0,2026-05-03 09:49:00,DEV0065,87,match,0
9507,9950.0,2026-05-03 09:48:00,DEV0117,74,match,0
9508,9951.0,2026-05-03 09:11:00,DEV0456,80,match,0
9509,9952.0,2026-05-03 09:01:00,DEV0464,79,match,0
9510,9953.0,2026-05-03 09:39:00,DEV0252,83,match,0
9511,9954.0,2026-05-03 09:35:00,DEV0116,20,no_match,1
9512,9955.0,2026-05-03 09:14:00,DEV0088,92,match,0
9513,9956.0,2026-05-03 09:43:00,DEV0309,80,match,0
9514,9957.0,2026-05-03 09:48:00,DEV0476,73,match,0
9515,9958.0,2026-05-03 09:28:00,DEV0017,75,match,0
9516,9959.0,2026-05-03 09:49:00,DEV0074,74,match,0
9517,9960.0,2026-05-03 09:06:00,DEV0278,97,match,0
9518,9961.0,2026-05-03 09:38:00,DEV0344,83,match,0
9519,9962.0,2026-05-03 09:01:00,DEV0163,85,match,0
9520,9963.0,2026-05-03 09:10:00,DEV0228,84,match,0
9521,9964.0,2026-05-03 09:20:00,DEV0181,98,match,0
9522,9965.0,2026-05-03 09:29:00,DEV0015,70,match,0
9523,9966.0,2026-05-03 09:48:00,DEV0176,81,match,0
9524,9967.0,2026-05-03 09:17:00,DEV0262,74,match,0
9525,9969.0,2026-05-03 09:01:00,DEV0415,75,match,0
9526,9970.0,2026-05-03 09:17:00,DEV0073,81,match,0
9527,9971.0,2026-05-03 09:03:00,DEV0326,95,match,0
9528,9972.0,2026-05-03 09:54:00,DEV0353,85,match,0
9529,9973.0,2026-05-03 09:55:00,DEV0268,93,match,0
9530,9974.0,2026-05-03 09:54:00,DEV0408,87,match,0
9531,9975.0,2026-05-03 09:52:00,DEV0178,74,match,0
9532,9976.0,2026-05-03 09:09:00,DEV0212,85,match,0
9533,9977.0,2026-05-03 09:47:00,DEV0335,74,match,0
9534,9978.0,2026-05-03 09:41:00,DEV0045,76,match,0
9535,9979.0,2026-05-03 09:08:00,DEV0148,86,match,0
9536,9980.0,2026-05-03 09:21:00,DEV0156,95,match,0
9537,9981.0,2026-05-03 09:55:00,DEV0136,76,match,0
9538,9982.0,2026-05-03 09:21:00,DEV0410,71,match,0
9539,9983.0,2026-05-03 09:38:00,DEV0258,89,match,0
9540,9984.0,2026-05-03 09:52:00,DEV0410,74,match,0
9541,9985.0,2026-05-03 09:24:00,DEV0435,83,match,0
9542,9986.0,2026-05-03 09:13:00,DEV0006,95,match,0
9543,9987.0,2026-05-03 09:09:00,DEV0211,89,match,0
9544,9988.0,2026-05-03 09:50:00,DEV0057,96,match,0
9545,9989.0,2026-05-03 09:41:00,DEV0239,91,match,0
9546,9990.0,2026-05-03 09:13:00,DEV0468,70,match,0
9547,9991.0,2026-05-03 09:41:00,DEV0104,92,match,0
9548,9992.0,2026-05-03 09:32:00,DEV0129,96,match,0
9549,9993.0,2026-05-03 09:51:00,DEV0063,95,match,0
9550,9994.0,2026-05-03 09:23:00,DEV0439,72,match,0
9551,9995.0,2026-05-03 09:37:00,DEV0090,95,match,0
9552,9996.0,2026-05-03 09:19:00,DEV0013,27,error,1
9553,9997.0,2026-05-03 09:04:00,DEV0455,71,match,0
9554,9998.0,2026-05-03 09:13:00,DEV0363,90,match,0
9555,9999.0,2026-05-03 09:20:00,DEV0096,88,match,0
9556,10000.0,2026-05-03 09:57:00,DEV0268,91,match,0
9557,10001.0,2026-05-03 09:02:00,DEV0441,76,match,0
9558,10002.0,2026-05-03 09:44:00,DEV0300,90,match,0
9559,10003.0,2026-05-03 09:38:00,DEV0274,95,match,0
9560,10004.0,2026-05-03 09:54:00,DEV0363,87,match,0
9561,10005.0,2026-05-03 09:34:00,DEV0346,92,match,0
9562,10006.0,2026-05-03 09:53:00,DEV0044,73,match,0
9563,10007.0,2026-05-03 09:15:00,DEV0147,99,match,0
9564,10008.0,2026-05-03 09:30:00,DEV0330,75,match,0
9565,10009.0,2026-05-03 09:39:00,DEV0060,79,match,0
9566,10010.0,2026-05-03 09:29:00,DEV0072,46,no_match,2
9567,10011.0,2026-05-03 09:33:00,DEV0114,92,match,0
9568,10012.0,2026-05-03 09:09:00,DEV0001,94,match,0
9569,10013.0,2026-05-03 09:32:00,DEV0255,99,match,0
9570,10014.0,2026-05-03 09:58:00,DEV0011,97,match,0
9571,10015.0,2026-05-03 09:29:00,DEV0464,89,match,0
9572,10016.0,2026-05-03 09:52:00,DEV0266,90,match,0
9573,10017.0,2026-05-03 09:05:00,DEV0203,92,match,0
9574,10018.0,2026-05-03 09:32:00,DEV0259,89,match,0
9575,10019.0,2026-05-03 09:34:00,DEV0293,81,match,0
9576,10020.0,2026-05-03 09:56:00,DEV0325,83,match,0
9577,10021.0,2026-05-03 09:19:00,DEV0077,91,match,0
9578,10022.0,2026-05-03 09:04:00,DEV0271,81,match,0
9579,10023.0,2026-05-03 09:14:00,DEV0013,96,match,0
9580,10025.0,2026-05-03 09:49:00,DEV0049,71,match,0
9581,10026.0,2026-05-03 09:26:00,DEV0058,79,match,0
9582,10027.0,2026-05-03 09:51:00,DEV0230,79,match,0
9583,10028.0,2026-05-03 09:06:00,DEV0345,81,match,0
9584,10029.0,2026-05-03 09:56:00,DEV0198,83,match,0
9585,10031.0,2026-05-03 09:32:00,DEV0057,90,match,0
9586,10032.0,2026-05-03 09:50:00,DEV0387,85,match,0
9587,10033.0,2026-05-03 09:27:00,DEV0148,75,match,0
9588,10034.0,2026-05-03 09:35:00,DEV0134,97,match,0
9589,10035.0,2026-05-03 09:52:00,DEV0137,79,match,0
9590,10036.0,2026-05-03 09:02:00,DEV0409,97,match,0
9591,10037.0,2026-05-03 09:52:00,DEV0033,97,match,0
9592,10038.0,2026-05-03 09:40:00,DEV0496,78,match,0
9593,10039.0,2026-05-03 09:02:00,DEV0292,89,match,0
9594,10040.0,2026-05-03 09:00:00,DEV0088,88,match,0
9595,10041.0,2026-05-03 09:23:00,DEV0028,76,match,0
9596,10042.0,2026-05-03 09:25:00,DEV0284,77,match,0
9597,10043.0,2026-05-03 09:42:00,DEV0372,86,match,0
9598,10044.0,2026-05-03 09:23:00,DEV0215,34,no_match,2
9599,10045.0,2026-05-03 09:10:00,DEV0010,70,match,0
9600,10046.0,2026-05-03 09:42:00,DEV0410,76,match,0
9601,10047.0,2026-05-03 09:13:00,DEV0360,91,match,0
9602,10048.0,2026-05-03 09:09:00,DEV0121,76,match,0
9603,10049.0,2026-05-03 09:57:00,DEV0361,88,match,0
9604,10050.0,2026-05-03 09:39:00,DEV0262,91,match,0
9605,10051.0,2026-05-03 09:01:00,DEV0216,83,match,0
9606,10052.0,2026-05-03 09:09:00,DEV0057,73,match,0
9607,10053.0,2026-05-03 09:31:00,DEV0207,94,match,0
9608,10054.0,2026-05-03 09:22:00,DEV0084,79,match,0
9609,10055.0,2026-05-03 09:24:00,DEV0408,96,match,0
9610,10056.0,2026-05-03 09:44:00,DEV0482,78,match,0
9611,10057.0,2026-05-03 09:08:00,DEV0391,89,match,0
9612,10058.0,2026-05-03 09:27:00,DEV0227,87,match,0
9613,10059.0,2026-05-03 09:20:00,DEV0097,93,match,0
9614,10060.0,2026-05-03 09:17:00,DEV0492,78,match,0
9615,10061.0,2026-05-03 09:53:00,DEV0154,75,match,0
9616,10062.0,2026-05-03 09:25:00,DEV0184,83,match,0
9617,10064.0,2026-05-03 09:25:00,DEV0474,75,match,0
9618,10065.0,2026-05-03 09:40:00,DEV0454,92,match,0
9619,10066.0,2026-05-03 09:37:00,DEV0480,96,match,0
9620,10067.0,2026-05-03 09:04:00,DEV0006,97,match,0
9621,10068.0,2026-05-03 09:31:00,DEV0088,80,match,0
9622,10069.0,2026-05-03 09:38:00,DEV0328,95,match,0
9623,10070.0,2026-05-03 09:17:00,DEV0087,84,match,0
9624,10071.0,2026-05-03 09:57:00,DEV0261,83,match,0
9625,10072.0,2026-05-03 09:16:00,DEV0301,70,match,0
9626,10073.0,2026-05-03 09:31:00,DEV0005,75,match,0
9627,10074.0,2026-05-03 09:41:00,DEV0022,98,match,0
9628,10075.0,2026-05-03 09:50:00,DEV0157,82,match,0
9629,10076.0,2026-05-03 09:24:00,DEV0052,75,match,0
9630,10077.0,2026-05-03 09:33:00,DEV0428,76,match,0
9631,10078.0,2026-05-03 09:53:00,DEV0079,73,match,0
9632,10079.0,2026-05-03 09:53:00,DEV0172,82,match,0
9633,10081.0,2026-05-03 09:51:00,DEV0451,89,match,0
9634,10082.0,2026-05-03 09:28:00,DEV0397,83,match,0
9635,10083.0,2026-05-03 09:31:00,DEV0150,84,match,0
9636,10085.0,2026-05-03 09:46:00,DEV0498,98,match,0
9637,10086.0,2026-05-03 09:45:00,DEV0396,90,match,0
9638,10087.0,2026-05-03 09:07:00,DEV0006,79,match,0
9639,10088.0,2026-05-03 09:06:00,DEV0271,78,match,0
9640,10089.0,2026-05-03 09:09:00,DEV0053,77,match,0
9641,10090.0,2026-05-03 09:55:00,DEV0198,77,match,0
9642,10091.0,2026-05-03 09:09:00,DEV0362,72,match,0
9643,10092.0,2026-05-03 09:49:00,DEV0118,91,match,0
9644,10093.0,2026-05-03 09:15:00,DEV0495,96,match,0
9645,10094.0,2026-05-03 09:14:00,DEV0068,90,match,0
9646,10095.0,2026-05-03 09:57:00,DEV0383,80,match,0
9647,10096.0,2026-05-03 09:07:00,DEV0452,80,match,0
9648,10097.0,2026-05-03 09:32:00,DEV0358,90,match,0
9649,10098.0,2026-05-03 09:57:00,DEV0176,81,match,0
9650,10100.0,2026-05-03 09:17:00,DEV0326,88,match,0
9651,10101.0,2026-05-03 09:22:00,DEV0006,93,match,0
9652,10102.0,2026-05-03 09:21:00,DEV0413,81,match,0
9653,10103.0,2026-05-03 09:32:00,DEV0215,98,match,0
9654,10104.0,2026-05-03 09:26:00,DEV0135,84,match,0
9655,10105.0,2026-05-03 09:10:00,DEV0370,90,match,0
9656,10106.0,2026-05-03 09:19:00,DEV0139,70,match,0
9657,10107.0,2026-05-03 09:42:00,DEV0234,84,match,0
9658,10108.0,2026-05-03 09:54:00,DEV0339,95,match,0
9659,10109.0,2026-05-03 09:21:00,DEV0279,97,match,0
9660,10110.0,2026-05-03 09:03:00,DEV0185,92,match,0
9661,10111.0,2026-05-03 09:16:00,DEV0223,87,match,0
9662,10112.0,2026-05-03 09:05:00,DEV0078,72,match,0
9663,10113.0,2026-05-03 09:22:00,DEV0370,70,match,0
9664,10114.0,2026-05-03 09:12:00,DEV0089,74,match,0
9665,10116.0,2026-05-03 09:30:00,DEV0275,74,match,0
9666,10117.0,2026-05-03 09:15:00,DEV0338,70,match,0
9667,10118.0,2026-05-03 09:14:00,DEV0355,92,match,0
9668,10119.0,2026-05-03 09:40:00,DEV0253,79,match,0
9669,10120.0,2026-05-03 09:58:00,DEV0402,94,match,0
9670,10121.0,2026-05-03 09:08:00,DEV0399,82,match,0
9671,10122.0,2026-05-03 09:09:00,DEV0230,73,match,0
9672,10123.0,2026-05-03 09:43:00,DEV0377,86,match,0
9673,10124.0,2026-05-03 09:45:00,DEV0075,95,match,0
9674,10125.0,2026-05-03 09:09:00,DEV0263,99,match,0
9675,10126.0,2026-05-03 09:04:00,DEV0440,90,match,0
9676,10127.0,2026-05-03 09:10:00,DEV0325,6,no_match,1
9677,10128.0,2026-05-03 09:18:00,DEV0278,77,match,0
9678,10129.0,2026-05-03 09:34:00,DEV0031,2,error,1
9679,10130.0,2026-05-03 09:37:00,DEV0111,82,match,0
9680,10131.0,2026-05-03 09:22:00,DEV0316,91,match,0
9681,10132.0,2026-05-03 09:17:00,DEV0462,89,match,0
9682,10133.0,2026-05-03 09:05:00,DEV0181,73,match,0
9683,10134.0,2026-05-03 09:10:00,DEV0260,71,match,0
9684,10135.0,2026-05-03 09:08:00,DEV0167,87,match,0
9685,10136.0,2026-05-03 09:43:00,DEV0435,74,match,0
9686,10137.0,2026-05-03 09:43:00,DEV0217,20,no_match,2
9687,10138.0,2026-05-03 09:17:00,DEV0213,89,match,0
9688,10139.0,2026-05-03 09:57:00,DEV0334,83,match,0
9689,10140.0,2026-05-03 09:27:00,DEV0221,15,no_match,1
9690,10141.0,2026-05-03 09:44:00,DEV0065,88,match,0
9691,10142.0,2026-05-03 09:25:00,DEV0486,77,match,0
9692,10143.0,2026-05-03 09:40:00,DEV0316,94,match,0
9693,10144.0,2026-05-03 09:24:00,DEV0399,72,match,0
9694,10145.0,2026-05-03 09:48:00,DEV0384,87,match,0
9695,10146.0,2026-05-03 09:39:00,DEV0365,96,match,0
9696,10147.0,2026-05-03 09:46:00,DEV0021,87,match,0
9697,10148.0,2026-05-03 09:05:00,DEV0061,95,match,0
9698,10149.0,2026-05-03 09:11:00,DEV0184,83,match,0
9699,10150.0,2026-05-03 09:49:00,DEV0193,84,match,0
9700,10151.0,2026-05-03 09:46:00,DEV0016,71,match,0
9701,10152.0,2026-05-03 09:08:00,DEV0316,91,match,0
9702,10153.0,2026-05-03 09:11:00,DEV0225,93,match,0
9703,10154.0,2026-05-03 09:22:00,DEV0320,93,match,0
9704,10155.0,2026-05-03 09:41:00,DEV0389,91,match,0
9705,10156.0,2026-05-03 09:50:00,DEV0374,98,match,0
9706,10157.0,2026-05-03 09:38:00,DEV0065,79,match,0
9707,10158.0,2026-05-03 09:38:00,DEV0068,78,match,0
9708,10159.0,2026-05-03 09:35:00,DEV0418,81,match,0
9709,10160.0,2026-05-03 09:29:00,DEV0225,70,match,0
9710,10161.0,2026-05-03 09:05:00,DEV0024,85,match,0
9711,10162.0,2026-05-03 09:50:00,DEV0495,83,match,0
9712,10164.0,2026-05-03 09:08:00,DEV0354,74,match,0
9713,10165.0,2026-05-03 09:39:00,DEV0042,78,match,0
9714,10166.0,2026-05-03 09:42:00,DEV0135,86,match,0
9715,10167.0,2026-05-03 09:58:00,DEV0043,87,match,0
9716,10168.0,2026-05-03 09:23:00,DEV0232,50,no_match,2
9717,10169.0,2026-05-03 09:40:00,DEV0398,80,match,0
9718,10170.0,2026-05-03 09:22:00,DEV0094,95,match,0
9719,10171.0,2026-05-03 09:15:00,DEV0456,95,match,0
9720,10172.0,2026-05-03 09:01:00,DEV0327,77,match,0
9721,10173.0,2026-05-03 09:52:00,DEV0068,88,match,0
9722,10175.0,2026-05-03 09:43:00,DEV0335,76,match,0
9723,10176.0,2026-05-03 09:38:00,DEV0409,76,match,0
9724,10177.0,2026-05-03 09:49:00,DEV0108,99,match,0
9725,10178.0,2026-05-03 09:08:00,DEV0202,71,match,0
9726,10179.0,2026-05-03 09:05:00,DEV0006,82,match,0
9727,10180.0,2026-05-03 09:02:00,DEV0225,72,match,0
9728,10182.0,2026-05-03 09:27:00,DEV0247,84,match,0
9729,10183.0,2026-05-03 09:32:00,DEV0172,83,match,0
9730,10184.0,2026-05-03 09:05:00,DEV0347,94,match,0
9731,10185.0,2026-05-03 09:17:00,DEV0014,94,match,0
9732,10186.0,2026-05-03 09:32:00,DEV0136,89,match,0
9733,10187.0,2026-05-03 09:50:00,DEV0402,75,match,0
9734,10188.0,2026-05-03 09:04:00,DEV0273,89,match,0
9735,10189.0,2026-05-03 09:07:00,DEV0007,70,match,0
9736,10190.0,2026-05-03 09:45:00,DEV0013,87,match,0
9737,10191.0,2026-05-03 09:17:00,DEV0014,98,match,0
9738,10192.0,2026-05-03 09:14:00,DEV0423,70,match,0
9739,10193.0,2026-05-03 09:26:00,DEV0085,75,match,0
9740,10194.0,2026-05-03 09:56:00,DEV0032,77,match,0
9741,10195.0,2026-05-03 09:21:00,DEV0183,96,match,0
9742,10196.0,2026-05-03 09:20:00,DEV0346,87,match,0
9743,10197.0,2026-05-03 09:04:00,DEV0001,75,match,0
9744,10198.0,2026-05-03 09:02:00,DEV0457,83,match,0
9745,10199.0,2026-05-03 09:16:00,DEV0269,95,match,0
9746,10200.0,2026-05-03 09:44:00,DEV0189,82,match,0
9747,10201.0,2026-05-03 09:03:00,DEV0308,94,match,0
9748,10202.0,2026-05-03 09:31:00,DEV0169,96,match,0
9749,10203.0,2026-05-03 09:28:00,DEV0195,91,match,0
9750,10204.0,2026-05-03 09:36:00,DEV0171,89,match,0
9751,10205.0,2026-05-03 09:23:00,DEV0497,75,match,0
9752,10206.0,2026-05-03 09:06:00,DEV0304,79,match,0
9753,10207.0,2026-05-03 09:34:00,DEV0432,88,match,0
9754,10208.0,2026-05-03 09:11:00,DEV0079,80,match,0
9755,10209.0,2026-05-03 09:37:00,DEV0327,92,match,0
9756,10210.0,2026-05-03 09:06:00,DEV0305,91,match,0
