score_id,candidate_id,physics_score,chemistry_score,biology_score,total_score,response_time_variance,changed_answer_correct_rate,question_paper_set_id,percentile,rank
10369,10369,59.0,153.5,102.8,315.2,12.3,0.402,4,78.8192591010996,3965
10370,10370,84.2,40.9,74.8,199.9,19.62,0.225,2,15.325077399380804,15860
10371,10371,1.3,50.4,102.4,154.1,10.19,0.129,1,3.720508166969147,18038
10372,10372,102.1,79.5,103.3,285.0,13.47,0.353,1,63.68901462581403,6796
10373,10373,49.1,74.9,73.6,197.6,12.72,0.18,4,14.430981103875308,16029
10374,10374,129.1,134.5,105.1,368.8,12.78,0.259,4,93.07942777837087,1297
10375,10375,0.0,43.8,60.2,104.0,18.86,0.388,1,0.45105156400128105,18650
10376,10376,70.0,120.3,84.4,274.7,24.33,0.227,1,57.80132379630618,7904
10377,10377,75.0,22.8,160.4,258.2,23.51,0.36,1,47.47784776342479,9836
10378,10378,74.4,141.3,122.1,337.7,24.71,0.149,4,86.73267855236469,2484
10379,10379,107.2,44.0,115.8,267.0,18.77,0.185,1,53.07462367887263,8784
10380,10380,86.5,77.6,45.5,209.6,21.3,0.24,1,19.624746450304258,15056
10381,10381,63.7,100.5,50.7,214.8,11.81,0.437,4,22.181594961033415,14577
10382,10382,121.0,81.0,90.3,292.3,8.18,0.292,1,67.95665634674923,5999
10383,10383,59.5,122.6,69.2,251.3,9.21,0.258,3,42.983345788406105,10677
10384,10384,56.3,31.1,56.3,143.8,21.81,0.181,1,2.5595174548948436,18255
10385,10385,114.1,134.1,139.5,387.6,13.25,0.254,3,94.7742073235828,980
10386,10386,77.0,44.1,75.5,196.7,16.66,0.203,4,14.070673641507419,16095
10387,10387,154.7,70.6,111.0,336.4,15.67,0.215,3,86.36970214583111,2553
10388,10388,68.3,111.7,101.9,282.0,23.6,0.395,3,61.98889719227074,7118
10389,10389,70.4,28.3,175.0,273.6,10.67,0.218,4,57.2621970748372,8004
10390,10390,70.5,80.4,99.5,250.3,13.66,0.214,4,42.38817123945767,10786
10392,10392,52.2,28.3,89.1,169.6,11.22,0.156,3,6.370769723497384,17540
10393,10393,108.5,70.0,1.9,180.3,18.07,0.442,3,8.716771645137184,17100
10394,10394,63.6,72.7,86.3,222.7,12.26,0.117,2,26.016867727127146,13853
10395,10395,117.4,83.8,83.6,284.9,15.62,0.175,4,63.61161524500908,6812
10396,10396,107.6,80.2,96.1,283.9,20.61,0.435,4,63.06715063520871,6914
10397,10397,79.9,60.7,74.3,214.9,12.24,0.18,3,22.2296359560158,14565
10398,10398,6.0,122.1,121.3,249.3,11.4,0.282,3,41.65954948222483,10922
10399,10399,83.0,60.4,67.5,210.8,9.37,0.261,4,20.2412725525782,14941
10400,10400,3.7,97.0,138.7,239.4,15.88,0.332,4,35.67043877442084,12047
10401,10401,68.6,115.8,55.1,239.5,9.13,0.238,2,35.74783815522579,12030
10402,10402,121.1,82.7,77.0,280.8,19.83,0.336,2,61.26294437920359,7254
10403,10403,62.7,70.6,76.8,210.2,12.98,0.365,1,19.92633714102701,14998
10404,10404,86.3,56.8,102.8,246.0,24.69,0.263,2,39.71655812960393,11289
10405,10405,120.3,92.7,32.2,245.2,23.62,0.38,3,39.313547560585036,11365
10406,10406,98.9,60.1,112.0,271.0,23.63,0.147,3,55.57008647379097,8317
10407,10407,116.6,92.9,0.0,209.5,9.86,0.258,3,19.58204334365325,15062
10408,10408,72.8,108.2,103.5,284.5,22.59,0.374,4,63.37141027009715,6859
10409,10409,51.9,76.0,167.1,294.9,12.69,0.144,4,69.2804526529305,5749
10410,10410,48.8,60.3,94.9,204.0,16.93,0.201,3,17.070566883740792,15533
10411,10411,129.0,88.3,133.9,351.2,14.22,0.258,2,89.97277676950998,1878
10412,10412,102.7,77.3,103.3,283.4,18.47,0.276,3,62.7575531119889,6972
10413,10413,111.9,30.2,82.9,225.0,19.64,0.443,2,27.28995409416035,13618
10414,10414,103.7,125.4,74.4,303.5,13.27,0.24,4,73.64684530799616,4937
10415,10415,111.3,97.3,78.1,286.7,23.05,0.39,4,64.60713141881071,6627
10416,10416,57.0,71.6,47.6,176.2,13.84,0.25,1,7.798654852140493,17272
10417,10417,49.3,86.2,154.8,290.3,11.39,0.356,1,66.70225258887584,6235
10418,10418,63.5,73.9,106.5,243.9,8.17,0.376,1,38.475499092558984,11523
10419,10419,115.4,75.6,107.2,298.2,20.38,0.313,4,70.96722536564535,5433
10420,10420,71.4,104.8,82.8,259.0,24.51,0.324,4,47.98494715490552,9741
10421,10421,84.7,45.8,60.0,190.6,21.77,0.392,4,11.810077933169637,16520
10422,10422,59.3,79.6,25.1,164.0,16.31,0.291,2,5.207110067257393,17757
10423,10423,54.9,168.4,134.7,358.0,16.02,0.263,3,91.30724885235401,1628
10424,10424,96.9,72.3,37.6,206.7,21.3,0.414,4,18.314294864951425,15302
10425,10425,73.6,41.4,59.8,174.8,19.3,0.403,3,7.470374719760862,17333
10426,10426,76.6,57.6,116.0,250.3,23.88,0.124,1,42.38817123945767,10786
10427,10427,59.1,70.5,61.7,191.2,21.13,0.36,2,12.05295185224725,16475
10428,10428,89.3,87.3,179.3,355.9,13.13,0.427,3,90.90156933916941,1703
10430,10430,74.9,116.2,107.8,298.8,13.82,0.122,3,71.27415394469948,5379
10431,10431,69.4,65.7,105.8,240.9,22.21,0.167,1,36.58588662325184,11878
10432,10432,129.0,29.1,81.6,239.7,9.68,0.146,2,35.881285363510194,12007
10433,10433,40.0,98.9,157.2,296.1,21.8,0.416,1,69.84359987189069,5645
10434,10434,103.2,87.1,84.7,275.0,18.52,0.192,2,57.94544678125334,7875
10435,10435,61.0,102.1,102.5,265.6,12.38,0.324,2,52.17785843920145,8956
10436,10436,89.0,122.2,86.9,298.1,11.05,0.157,4,70.8898259848404,5448
10437,10437,82.4,101.1,150.0,333.4,23.74,0.112,1,85.56634995195901,2701
10438,10438,64.8,87.3,165.6,317.7,17.77,0.186,3,79.9135262090317,3762
10439,10439,19.1,144.5,130.0,293.6,24.24,0.371,1,68.59987189068005,5878
10440,10440,63.6,85.1,117.1,265.9,19.58,0.38,2,52.39404291662218,8913
10441,10441,52.4,152.9,167.3,372.5,13.41,0.384,3,93.48777623572116,1219
10442,10442,146.5,100.6,61.7,308.8,9.06,0.124,1,76.12362549375466,4471
10443,10443,31.4,69.9,77.9,179.3,14.17,0.2,2,8.505925056047827,17140
10444,10444,70.0,102.0,73.1,245.1,11.39,0.246,2,39.24415501227714,11376
10445,10445,74.9,106.3,99.0,280.3,12.66,0.38,1,60.98270524180634,7306
10446,10446,152.8,149.3,146.4,448.5,2.14,0.934,2,97.19227073769616,527
10447,10447,101.5,74.6,133.4,309.5,18.25,0.132,1,76.47325717945981,4405
10448,10448,98.3,101.5,109.8,309.6,16.47,0.253,3,76.5186292302765,4396
10449,10449,148.9,53.5,50.2,252.6,22.16,0.353,4,43.83207003309491,10516
10450,10450,158.3,117.0,59.2,334.6,21.77,0.407,3,85.89996797267001,2640
10451,10451,24.7,79.7,90.3,194.8,9.23,0.253,4,13.283335112629443,16241
10452,10452,103.1,56.9,127.3,287.4,20.46,0.44,2,64.98078360200704,6557
10453,10453,96.5,42.8,66.0,205.3,24.91,0.427,2,17.641720935198034,15427
10454,10454,23.2,135.7,50.4,209.3,19.41,0.281,1,19.496637130351232,15078
10455,10455,57.7,83.6,79.0,220.4,10.63,0.339,4,24.75178819259101,14091
10456,10456,17.6,180.0,88.7,286.4,8.58,0.385,3,64.41763638304685,6662
10457,10457,74.5,108.3,41.2,224.0,10.91,0.313,4,26.748158428525677,13720
10458,10458,91.0,56.8,99.3,247.1,16.46,0.135,1,40.34642895270631,11173
10459,10459,34.4,92.9,99.0,226.3,18.23,0.215,2,27.973203800576492,13492
10460,10460,109.4,38.4,97.8,245.7,16.63,0.236,2,39.5217252055087,11326
10461,10461,55.5,136.4,76.7,268.6,12.0,0.109,4,54.0674709085086,8601
10462,10462,112.4,102.6,121.9,337.0,16.62,0.434,3,86.48713568912139,2529
10463,10463,64.7,89.1,29.9,183.6,18.05,0.122,2,9.618874773139746,16930
10464,10464,92.0,23.1,180.0,295.0,10.09,0.16,1,69.34183836874132,5741
10465,10465,89.3,63.1,77.7,230.0,18.82,0.195,1,30.02028397565923,13105
10466,10466,74.4,121.4,57.8,253.5,24.12,0.188,1,44.46460980036298,10399
10467,10467,139.7,65.7,130.1,335.5,22.2,0.141,4,86.17220027757018,2589
10468,10468,69.7,35.0,87.6,192.4,19.85,0.399,1,12.514679192911284,16387
10469,10469,67.7,88.1,159.4,315.3,9.6,0.221,2,78.86996904024768,3955
10470,10470,35.2,39.2,82.0,156.5,12.33,0.414,2,4.064801964342906,17971
10471,10471,92.4,124.0,71.3,287.6,15.64,0.279,4,65.07152770364044,6539
10472,10472,72.4,92.3,177.1,341.8,17.47,0.228,1,87.88032454361054,2267
10473,10473,114.6,104.8,126.2,345.7,16.04,0.4,3,88.82513077826411,2094
10474,10474,84.4,18.7,113.7,216.7,11.93,0.202,1,23.0783602007046,14407
10475,10475,66.1,24.8,87.7,178.5,16.12,0.367,2,8.316430020283976,17171
10476,10476,61.8,80.8,97.8,240.5,8.01,0.411,1,36.361695313334046,11917
10477,10477,110.4,69.6,55.3,235.3,22.41,0.168,2,33.126934984520126,12527
10478,10478,44.5,48.7,152.9,246.1,13.83,0.3,2,39.780612789580445,11277
10479,10479,88.4,93.0,68.1,249.5,10.31,0.231,3,41.77698302551511,10902
10480,10480,65.0,91.8,141.5,298.4,24.87,0.441,4,71.0926657414327,5415
10481,10481,99.4,99.1,77.6,276.1,8.29,0.447,3,58.55129710686452,7758
10482,10482,60.2,135.4,109.4,305.0,20.2,0.381,4,74.40749439521726,4790
10483,10483,108.6,76.3,88.7,273.6,12.49,0.193,3,57.2621970748372,8004
10484,10484,93.8,26.8,125.4,246.0,23.6,0.353,2,39.71655812960393,11289
10485,10485,163.0,156.9,152.2,472.1,1.29,0.774,1,99.35678445606918,121
10486,10486,156.5,155.1,155.2,466.7,1.1,0.784,2,98.86036084125121,213
10487,10487,72.2,93.0,92.5,257.8,10.72,0.114,4,47.21095334685598,9885
10488,10488,158.7,54.5,120.7,333.9,10.93,0.274,2,85.70780399274047,2676
10489,10489,60.7,141.4,29.5,231.6,22.33,0.344,3,30.941069712821605,12932
10490,10490,112.0,137.4,98.4,347.9,23.15,0.333,2,89.27084445393403,2009
10491,10491,107.3,106.4,48.7,262.5,22.6,0.327,2,50.06939254830789,9347
10492,10492,97.4,76.9,160.8,335.1,23.23,0.431,4,86.04409095761717,2613
10493,10493,122.9,73.6,58.5,255.0,15.21,0.125,1,45.497491192484254,10204
10494,10494,90.2,43.1,58.7,192.0,24.81,0.207,2,12.346535710472937,16419
10495,10495,148.1,63.2,141.3,352.7,18.98,0.423,1,90.26902957190136,1822
10496,10496,131.9,80.9,82.0,294.9,23.12,0.198,4,69.2804526529305,5749
10497,10497,149.0,86.1,80.4,315.5,20.98,0.272,3,78.96338208604676,3937
10498,10498,2.9,112.2,77.3,192.4,16.15,0.303,1,12.514679192911284,16387
10499,10499,115.1,108.7,95.5,319.2,21.7,0.39,4,80.5620796412939,3637
10501,10501,87.1,7.0,110.4,204.6,21.68,0.327,3,17.342799188640974,15480
10502,10502,79.9,93.5,85.9,259.3,15.09,0.216,2,48.19846268816057,9699
10503,10503,109.4,89.9,127.5,326.7,10.11,0.378,2,83.29240952279278,3128
10504,10504,101.4,87.2,88.3,277.0,23.9,0.171,2,59.1171132699904,7654
10505,10505,88.3,39.3,144.9,272.6,15.76,0.241,2,56.699049855877014,8108
10506,10506,74.8,68.9,128.6,272.3,21.61,0.379,3,56.485534322621966,8147
10507,10507,0.0,93.4,117.1,210.5,20.18,0.235,3,20.073129070139853,14970
10508,10508,21.2,49.3,105.6,176.1,22.76,0.331,3,7.771965410483612,17277
10509,10509,121.3,69.4,42.0,232.7,11.59,0.38,3,31.5682715917583,12815
10510,10510,98.2,109.1,101.5,308.8,10.42,0.157,2,76.12362549375466,4471
10511,10511,75.6,136.1,96.1,307.8,24.95,0.183,2,75.66990498558769,4555
10513,10513,52.9,50.2,76.9,180.0,16.15,0.37,4,8.652716985160671,17113
10514,10514,115.6,33.2,43.9,192.6,15.03,0.201,3,12.56272018789367,16379
10515,10515,100.4,69.5,69.4,239.3,22.1,0.21,2,35.6117220027757,12059
10516,10516,93.3,87.5,133.6,314.3,9.64,0.135,2,78.49364791288566,4027
10517,10517,65.6,66.2,154.9,286.7,15.1,0.237,1,64.60713141881071,6627
10518,10518,60.6,53.9,96.1,210.6,21.4,0.363,4,20.137183730116366,14956
10519,10519,69.9,91.2,80.6,241.7,24.66,0.259,1,37.06629657307569,11786
10520,10520,40.1,84.1,180.0,304.2,21.58,0.274,2,74.00448382619835,4866
10521,10521,160.4,150.2,164.7,475.3,1.81,0.931,4,99.61300309597523,73
10522,10522,87.1,115.6,130.7,333.4,11.12,0.348,1,85.56634995195901,2701
10523,10523,61.8,115.5,117.8,295.1,20.63,0.139,4,69.38987936372371,5731
10524,10524,69.5,10.4,142.7,222.6,17.78,0.177,3,25.94213729048788,13870
10525,10525,35.2,76.5,84.4,196.1,22.64,0.426,4,13.80911711326999,16144
10526,10526,93.9,74.7,56.3,224.9,17.83,0.427,4,27.231237322515213,13628
10527,10527,110.6,70.0,108.1,288.7,23.98,0.314,2,65.73342585673107,6411
10528,10528,45.3,22.3,122.4,190.0,24.65,0.272,2,11.625920785737161,16555
10529,10529,106.3,43.8,70.6,220.7,10.27,0.339,1,24.9332763958578,14059
10532,10532,57.1,0.0,79.2,136.3,15.54,0.445,2,1.868260915981638,18384
10533,10533,66.7,67.1,85.9,219.6,20.84,0.17,3,24.338101846909364,14172
10534,10534,146.3,151.7,161.8,459.8,1.27,0.947,4,98.21981424148606,333
10535,10535,90.8,69.9,85.9,246.6,8.3,0.212,1,40.07953453613751,11222
10536,10536,43.7,98.5,64.6,206.9,15.9,0.179,1,18.40503896658482,15280
10537,10537,88.7,42.6,74.4,205.7,8.21,0.392,2,17.844560691790328,15384
10538,10538,68.5,84.4,119.9,272.9,14.93,0.242,2,56.88320700330949,8074
10539,10539,40.8,105.6,77.4,223.9,22.54,0.317,3,26.70011743354329,13729
10540,10540,75.9,55.3,87.0,218.2,24.33,0.439,1,23.721575744635423,14288
10541,10541,105.1,64.4,68.1,237.6,18.35,0.167,4,34.52012383900929,12261
10542,10542,53.9,44.5,180.0,278.4,15.21,0.439,4,59.907120743034056,7507
10544,10544,98.1,44.9,124.6,267.6,15.29,0.355,2,53.40023486708658,8724
10545,10545,43.9,83.8,57.5,185.2,9.86,0.342,3,10.179353047934239,16826
10546,10546,109.9,84.1,103.5,297.5,8.57,0.282,1,70.59624212661471,5506
10547,10547,54.3,74.3,94.9,223.5,23.23,0.209,1,26.48393295612256,13767
10548,10548,98.0,51.3,81.9,231.2,16.72,0.363,3,30.687520017081244,12981
10549,10549,101.9,137.3,120.1,359.3,10.16,0.269,1,91.50741966478061,1591
10550,10550,103.8,120.7,131.3,355.8,24.14,0.16,4,90.8828867300096,1709
10551,10551,9.2,75.5,84.9,169.5,17.25,0.424,3,6.34941817017188,17544
10552,10552,33.2,67.9,83.6,184.7,19.24,0.432,3,9.979182235507633,16863
10553,10553,137.9,141.0,45.4,324.3,20.53,0.134,3,82.4383473897726,3289
10554,10554,84.7,56.7,151.9,293.3,18.3,0.367,2,68.43973524073877,5909
10555,10555,66.6,50.3,137.9,254.8,13.16,0.444,3,45.356037151702786,10231
10556,10556,44.4,89.4,91.0,224.9,16.33,0.132,2,27.231237322515213,13628
10557,10557,69.4,76.0,51.3,196.7,8.12,0.174,4,14.070673641507419,16095
10558,10558,27.2,118.8,98.3,244.3,22.97,0.401,4,38.761076118287605,11465
10559,10559,70.5,106.9,94.7,272.1,15.8,0.191,3,56.354756058503256,8172
10560,10560,39.9,89.3,88.1,217.2,14.87,0.208,4,23.291875733959646,14370
10561,10561,70.9,139.8,133.9,344.5,24.12,0.435,2,88.55556741752963,2140
10562,10562,97.4,90.3,103.8,291.5,24.48,0.359,1,67.42019856944593,6100
10563,10563,141.8,159.6,155.7,457.2,2.37,0.825,1,98.0116365965624,373
10565,10565,157.7,149.9,149.5,457.2,0.92,0.818,1,98.0116365965624,373
10567,10567,64.0,70.4,86.3,220.7,12.97,0.161,3,24.9332763958578,14059
10568,10568,94.4,98.6,140.4,333.3,13.14,0.448,4,85.52631578947368,2710
10569,10569,120.1,74.6,79.9,274.6,22.15,0.18,1,57.76929646631792,7910
10571,10571,70.2,58.2,116.6,245.0,24.4,0.288,3,39.169424575637876,11391
10572,10572,49.2,68.4,64.4,182.0,10.73,0.246,2,9.18917476246397,17011
10573,10573,159.2,48.6,73.4,281.2,24.66,0.178,2,61.50048040994982,7208
10574,10574,101.0,80.3,128.5,309.8,13.75,0.356,2,76.65741432689228,4367
10575,10575,105.7,42.3,112.0,260.0,11.96,0.445,4,48.58279064801964,9626
10576,10576,139.2,104.5,95.0,338.8,17.25,0.204,1,87.01558663392763,2429
10577,10577,83.3,29.7,175.7,288.7,18.72,0.303,2,65.73342585673107,6411
10579,10579,64.7,44.9,132.5,242.2,8.15,0.193,3,37.34119782214156,11729
10580,10580,109.2,105.8,134.6,349.6,18.59,0.399,3,89.65784135795879,1936
10581,10581,91.5,54.6,72.4,218.4,24.33,0.272,4,23.78296146044625,14275
10582,10582,106.6,142.2,121.8,370.7,9.21,0.106,4,93.28493647912886,1258
10583,10583,78.1,47.3,82.8,208.2,12.93,0.253,2,19.085619728835272,15155
10584,10584,51.2,43.2,103.4,197.8,12.96,0.111,2,14.471015266360629,16022
10585,10585,158.9,147.7,159.6,466.2,2.12,0.853,4,98.80698195793744,224
10586,10586,49.9,43.0,92.7,185.6,19.5,0.297,1,10.307462367887265,16801
10587,10587,117.0,92.6,96.7,306.4,17.07,0.19,3,75.0213515533255,4677
10588,10588,123.0,69.7,144.7,337.3,17.45,0.285,4,86.60190028824597,2509
10589,10589,146.1,140.9,145.2,432.3,2.37,0.897,4,96.4022632646525,675
10590,10590,61.1,111.2,100.0,272.2,8.77,0.33,2,56.418810718479776,8160
10591,10591,116.4,66.1,169.1,351.6,16.92,0.326,4,90.0368314294865,1864
10592,10592,60.5,147.3,153.2,360.9,19.55,0.118,2,91.77698302551511,1540
10593,10593,68.7,71.9,140.5,281.0,21.34,0.435,3,61.38838475499092,7229
10594,10594,39.0,84.3,54.2,177.6,20.36,0.426,1,8.08956976620049,17218
10595,10595,91.7,54.9,120.2,266.8,15.67,0.4,2,52.938507526422555,8812
10596,10596,110.2,124.2,79.4,313.7,18.16,0.166,2,78.19472616632859,4084
10597,10597,86.4,55.7,102.7,244.8,23.65,0.306,2,39.04398419985054,11416
10598,10598,41.4,73.9,63.3,178.5,23.1,0.262,1,8.316430020283976,17171
10599,10599,80.6,103.4,123.8,307.8,8.6,0.103,1,75.66990498558769,4555
10600,10600,53.4,58.2,142.4,254.0,24.8,0.204,3,44.80089676523967,10337
10601,10601,110.0,70.5,126.1,306.6,10.3,0.141,2,75.10675776662752,4659
10602,10602,134.5,42.9,79.8,257.2,14.62,0.118,2,46.882673214476355,9949
10603,10603,128.6,127.4,124.7,380.7,15.24,0.219,3,94.29913526209032,1068
10604,10604,139.2,77.8,126.9,343.9,24.02,0.204,3,88.40076865591972,2171
10605,10605,54.7,95.6,101.1,251.3,17.41,0.194,4,42.983345788406105,10677
10606,10606,16.5,47.8,116.8,181.1,17.65,0.313,4,8.943631899220668,17057
10607,10607,113.2,163.9,116.6,393.8,8.24,0.164,1,95.131845841785,913
10608,10608,79.2,64.2,109.8,253.1,8.68,0.122,1,44.173694886302975,10455
10609,10609,61.7,130.3,115.5,307.4,23.26,0.445,3,75.4697341731611,4593
10610,10610,136.7,113.6,92.0,342.4,8.8,0.106,2,88.02177858439202,2241
10611,10611,110.3,79.8,54.5,244.6,20.21,0.357,3,38.923881712394575,11437
10612,10612,94.3,133.6,63.7,291.5,22.43,0.122,3,67.42019856944593,6100
10613,10613,99.0,15.3,107.1,221.4,14.29,0.239,3,25.242873919077613,14000
10614,10614,101.6,95.8,66.4,263.9,12.66,0.135,4,51.06757766627522,9159
10615,10615,64.1,90.6,122.9,277.6,17.89,0.274,4,59.434717625707265,7597
10616,10616,38.5,105.6,123.3,267.5,24.32,0.156,1,53.33884915127576,8739
10617,10617,69.5,96.8,138.7,305.0,11.09,0.396,1,74.40749439521726,4790
10618,10618,107.8,65.3,77.9,251.0,13.66,0.45,4,42.82587808263052,10705
10619,10619,24.7,110.5,150.3,285.5,11.09,0.171,4,63.995943204868155,6741
10620,10620,61.1,100.5,36.9,198.5,12.85,0.307,3,14.812640119568698,15957
10621,10621,94.4,158.5,110.4,363.4,12.02,0.444,3,92.25205508700758,1452
10622,10622,128.4,61.7,94.8,284.8,11.16,0.339,3,63.55823636169531,6825
10623,10623,76.5,46.9,95.0,218.4,8.45,0.147,1,23.78296146044625,14275
10624,10624,32.5,38.4,76.9,147.8,8.15,0.119,2,2.9438454147539233,18182
10625,10625,69.7,140.7,55.8,266.2,18.97,0.265,3,52.578200064054656,8877
10626,10626,66.9,76.2,148.9,292.1,11.18,0.17,3,67.84722963595601,6015
10627,10627,125.1,2.2,61.0,188.3,13.14,0.386,1,11.094800896765241,16655
10628,10628,118.2,122.4,125.3,365.9,21.43,0.126,4,92.6283762143696,1380
10629,10629,164.7,127.0,81.1,372.8,17.36,0.181,3,93.53047934237215,1212
10630,10630,159.4,151.4,140.3,451.0,1.64,0.833,1,97.38977260595708,488
10631,10631,79.6,58.9,70.3,208.7,15.99,0.432,3,19.261770043770685,15121
10632,10632,19.6,91.8,97.4,208.8,11.58,0.277,4,19.320486815415823,15111
10633,10633,102.6,139.5,79.0,321.0,13.84,0.333,3,81.2079641293904,3521
10634,10634,57.4,102.3,135.9,295.6,13.61,0.317,1,69.66744955695526,5679
10635,10635,86.6,62.9,48.5,198.0,19.64,0.414,1,14.564428312159711,16003
10636,10636,88.1,168.5,167.9,424.5,11.92,0.422,2,96.20476139639159,712
10637,10637,81.0,121.9,37.5,240.4,16.91,0.214,4,36.29230276502616,11930
10638,10638,91.6,85.6,150.1,327.3,23.15,0.341,3,83.50859400021352,3089
10639,10639,131.7,98.8,86.9,317.4,19.72,0.25,4,79.78541688907868,3780
10640,10640,38.8,64.3,76.3,179.4,14.92,0.395,3,8.52994555353902,17135
10641,10641,4.9,19.0,69.9,93.8,11.58,0.386,1,0.24554286324330096,18689
10642,10642,116.0,81.8,107.8,305.6,21.7,0.121,4,74.69040247678018,4739
10643,10643,12.1,13.9,96.3,122.2,14.57,0.288,4,1.0195366712928364,18544
10644,10644,81.4,92.5,59.3,233.3,10.74,0.301,4,31.936585886623252,12750
10645,10645,122.1,112.6,78.0,312.7,17.66,0.4,1,77.82107398313227,4153
10646,10646,18.8,154.8,106.8,280.4,17.97,0.374,2,61.03875306928579,7295
10647,10647,7.0,50.7,50.8,108.6,22.98,0.143,2,0.5684851072915555,18628
10648,10648,19.9,88.1,100.6,208.7,18.41,0.154,1,19.261770043770685,15121
10649,10649,39.1,114.3,155.3,308.6,9.45,0.338,2,76.04088822461834,4485
10650,10650,147.4,66.0,82.3,295.7,17.9,0.34,3,69.71282160777197,5672
10651,10651,43.4,131.2,77.2,251.8,23.62,0.109,3,43.33297747411124,10612
10652,10652,93.1,120.6,96.0,309.7,11.42,0.165,1,76.58001494608733,4382
10653,10653,53.7,54.3,86.9,195.0,16.39,0.43,3,13.37141027009715,16225
10654,10654,82.3,65.9,114.5,262.7,22.61,0.287,2,50.200170812426606,9324
10655,10655,162.0,150.6,160.0,472.5,1.23,0.859,2,99.41283228354862,110
10656,10656,86.8,61.9,55.5,204.2,20.0,0.447,4,17.16664887370556,15515
10658,10658,63.1,68.1,45.1,176.4,24.85,0.187,3,7.865378456282694,17259
10659,10659,123.2,36.7,98.8,258.7,8.88,0.388,2,47.77943845414754,9779
10660,10660,75.8,19.5,99.5,194.9,22.27,0.16,1,13.32870716344614,16236
10661,10661,62.9,78.9,96.6,238.5,19.0,0.373,1,35.13131205295185,12147
10662,10662,116.4,32.5,42.4,191.3,19.92,0.122,4,12.08231023806982,16469
10663,10663,36.1,0.0,39.8,76.0,16.94,0.211,2,0.08006832497064162,18720
10664,10664,69.8,73.4,107.1,250.2,18.23,0.354,4,42.30009608198996,10803
10665,10665,57.5,108.9,74.1,240.4,23.51,0.211,4,36.29230276502616,11930
10666,10666,50.8,120.5,37.4,208.7,20.07,0.351,3,19.261770043770685,15121
10667,10667,104.4,127.0,37.2,268.6,13.63,0.19,4,54.0674709085086,8601
10668,10668,50.3,71.0,79.1,200.4,14.84,0.204,3,15.533255044304472,15822
10669,10669,114.7,109.3,55.3,279.3,11.94,0.306,1,60.38753069285791,7417
10670,10670,98.8,102.6,89.9,291.3,23.67,0.342,1,67.3161097469841,6118
10671,10671,59.6,87.2,104.1,250.9,22.59,0.125,4,42.7378029251628,10720
10672,10672,102.6,83.1,111.2,296.9,9.09,0.398,3,70.27329988256645,5564
10673,10673,4.1,31.1,80.9,116.1,10.86,0.444,1,0.8273726913632966,18580
10674,10674,122.2,38.3,63.0,223.5,10.32,0.415,1,26.48393295612256,13767
10675,10675,121.5,0.0,180.0,301.5,9.52,0.377,4,72.80612789580442,5092
10676,10676,45.7,68.8,103.9,218.4,14.83,0.15,2,23.78296146044625,14275
10677,10677,56.6,34.8,97.5,189.0,14.27,0.343,1,11.321661150848724,16610
10678,10678,86.1,74.5,159.9,320.4,24.81,0.417,2,80.99711754030106,3559
10679,10679,87.9,26.3,87.4,201.6,9.0,0.448,3,15.968292943311626,15737
10680,10680,95.8,133.7,124.0,353.5,10.74,0.382,4,90.42916622184264,1793
10681,10681,90.7,72.1,104.9,267.6,19.17,0.203,4,53.40023486708658,8724
10682,10682,60.7,60.8,105.4,226.9,17.46,0.101,2,28.26411871463649,13434
10683,10683,120.5,100.1,57.7,278.3,16.08,0.189,1,59.845735027223235,7518
10684,10684,63.8,86.1,108.0,257.9,20.88,0.258,2,47.2750080068325,9873
10686,10686,36.2,143.3,55.7,235.2,17.13,0.168,1,33.10024554286324,12532
10687,10687,77.0,109.7,61.4,248.1,14.91,0.381,4,40.91491405999786,11064
10688,10688,109.5,21.5,141.6,272.7,16.99,0.236,1,56.75509768335646,8098
10689,10689,142.0,47.2,68.9,258.0,10.69,0.395,1,47.349738443471765,9857
10690,10690,104.7,111.5,42.4,258.5,21.01,0.373,4,47.64332230169745,9804
10691,10691,61.0,125.6,99.3,285.9,16.03,0.266,3,64.1667556314722,6711
10692,10692,159.4,157.5,149.1,466.1,0.93,0.921,1,98.793637237109,226
10693,10693,71.4,59.7,25.0,156.1,22.0,0.347,4,4.011423081029145,17983
10694,10694,153.1,72.1,52.8,278.0,17.44,0.439,2,59.66691576812213,7552
10695,10695,91.4,54.3,44.5,190.2,17.93,0.216,2,11.716664887370557,16536
10696,10696,92.6,44.2,149.9,286.8,22.73,0.443,2,64.66051030212448,6617
10697,10697,10.1,29.5,78.4,118.0,10.17,0.181,1,0.89142735133981,18568
10698,10698,153.4,95.8,84.5,333.7,14.25,0.429,3,85.65175616526103,2688
10700,10700,133.2,28.9,57.4,219.5,22.08,0.277,1,24.30340557275542,14180
10701,10701,77.4,66.9,79.8,224.1,23.0,0.351,2,26.79886836767375,13710
10702,10702,52.7,118.3,90.4,261.3,14.12,0.342,2,49.292729796092665,9498
10703,10703,93.2,79.4,88.1,260.7,19.91,0.103,3,49.007152770364044,9549
10704,10704,22.5,89.7,172.4,284.6,24.82,0.151,2,63.42478915341091,6848
10705,10705,109.8,77.8,43.2,230.8,12.44,0.287,4,30.463328707163445,13023
10706,10706,114.7,57.4,92.5,264.6,22.41,0.194,3,51.58268389025301,9068
